музика;Glazba;music;musik;muziek;music;muusika;musiikki;musique;Musik;μουσική;zene;ceol;musica;mūzika;muzika;musek;mużika;muzyka;música;music;glasba;música;musik
тези;onima;ty,;dem;die;those;need;ne;ceux;diejenigen;εκείνοι;azok;sin;quelli;tās;tie;deene;dawk;osób;aqueles;tie,;tisti,;los;de som
и двете;oboje;jak;både;beide;both;nii;molemmat;tous les deux;beide;δύο;mindkét;dá;entrambi;abi;abu;souwuel;kemm;zarówno;tanto;ako;oboje;ambos;båda
марка;Mark;značka;mark;mark;mark;märgi;merkki;marque;Marke;σήμα;jel;marc;marchio;zīme;ženklas;uerg;marka;znak;marca;značka;znamka;marca;märke
често;često;často;ofte;vaak;often;sageli;usein;souvent;oft;συχνά;gyakran;Is minic;spesso;bieži;dažnai;oft;spiss;często;muitas vezes;často;pogosto;menudo;ofta
писмо;pismo;dopis;brev;brief;letter;kiri;kirje;lettre;Schreiben;γράμμα;levél;litir;lettera;vēstule;laiškas;bréif;ittra;list;carta;list;pismo;carta;bokstav
докато;do;do;indtil;tot;until;kuni;saakka;jusqu’à ce que;bis;μέχρι;míg;go dtí;fino a quando;līdz;iki;bis;sakemm;do;até;do;dokler;hasta;tills
мили;milja;míle;mile;mijl;mile;miil;maili;mile;Meile;μίλι;mérföld;míle;miglio;jūdze;mylių;haushéich;mile;km;milha;míle;miljo;milla;mil
река;rijeka;řeka;flod;rivier;river;jõgi;joki;rivière;Fluss;ποτάμι;folyó;abhainn;fiume;river;upės;floss;xmara;rzeka;rio;rieka;river;río;flod
кола;automobil;auto;bil;auto;car;auto;auto;voiture;Auto;αυτοκίνητο;autó;carr;auto;auto;automobilių;auto;karozza;samochód;carro;auto;avto;coche;bil
фута;noge;nohy;fødder;voeten;feet;jalad;jalat;pieds;Füße;πόδια;láb;cosa;piedi;kājām;pėdų;féiss;saqajn;stopy;pés;nohy;feet;pies;fot
грижи;briga;péče;pleje;zorg;care;hooldus;hoito;soins;Pflege;φροντίδα;gondoskodás;cúram;cura;kopšana;priežiūra;ëm;kura;opieka;cuidados;starostlivosť;nega;cuidado;vård
втора;drugi;druhé;sekund;tweede;second;teine;toinen;deuxième;zweite;δεύτερη;második;an dara;secondo;otrais;antra;zweeten;tieni;drugi;segunda;druhej;drugi;segundo;andra
достатъчно;dovoljno;dost;nok;genoeg;enough;piisavalt;tarpeeksi;assez;genug;αρκετά;elég;leor;abbastanza;pietiekami;pakankamai;genuch;biżżejjed;wystarczy;suficiente;dosť;dovolj;suficiente;tillräckligt
обикновен;obični;prostý;plain;vlakte;plain;tavaline;tavallinen;plaine;Ebene;απλό;sima;plain;pianura;vienkāršs;paprastas;kreon;plain;zwykły;plain;prostý;plain;llano;vanlig
момиче;djevojka;dívka;pige;meisje;girl;tüdruk;tyttö;fille;Mädchen;κορίτσι;lány;cailín;ragazza;meitene;mergina;girl;girl;dziewczyna;menina;dievča;dekle;chica;flicka
Обичайната;uobičajena;obvykle;sædvanlig;gebruikelijke;usual;tavaline;tavallinen;habituel;üblich;συνήθεις;szokásos;gnách;solito;ierasts;įprasta;gewéinlech;soltu;zwykły;habitual;zvyčajne;Običajni;habitual;vanligt
млад;mladi;mladý;unge;jonge;young;noored;nuori;jeune;jung;νέους;fiatal;óg;giovane;jauniešiem;jauna;jonk;żgħażagħ;młody;jovem;mladý;mlada;joven;ung
готова;spremni;ready;klar;klaar;ready;valmis;valmis;prêt;bereit;έτοιμο;kész;réidh;pronto;gatavs;pasiruošęs;prett;lest;gotowe;pronto;pripravený;pripravljen;listo;klar
горе;iznad;výše;ovenfor;boven;above;eespool;edellä;au-dessus;oben;παραπάνω;felett;thuas;sopra;iepriekš;aukščiau;uewen;hawn fuq;powyżej;acima;vyššie;zgoraj;por encima de;ovan
някога;ikad;kdy;nogensinde;ooit;ever;kunagi;koskaan;jamais;je;πάντα;valaha;riamh;mai;kādreiz;kada nors;jee;qatt;kiedykolwiek;sempre;kedy;kdaj;nunca;någonsin
червено;crvena;červená;rød;rood;red;punane;punainen;rouge;rot;κόκκινο;piros;dearg;rosso;sarkans;raudonas;rout;aħmar;czerwony;vermelho;červená;rdeča;rojo;röd
списък;popis;seznam;liste;lijst;list;nimekiri;lista;liste;Liste;λίστα;lista;liosta;elenco;saraksts;sąrašas;lëscht;lista;lista;lista;zoznam;Seznam;lista;lista
макар;iako;ačkoli;selv;hoewel;though;kuigi;vaikka;bien que;obwohl;αν;bár;cé go;anche se;tomēr;nors;obwuel;għalkemm;chociaż;embora;hoci;čeprav;aunque;though
почувствате;osjećati;cítit;føler;voelen;feel;tunda;tuntea;sentir;fühlen;αισθάνονται;úgy érzi,;bhraitheann;sentire;justies;jausti;fillen;jħossu;czuć;sentir;cítiť;počutijo;sentir;känna
приказки;Razgovor;diskuse;snak;Overleg;talk;jutt;puhua;parler;Vortrag;Συζήτηση;beszélgetés;Plé;Discussioni;diskusija;aptarimas;diskussioun;talk;dyskusja;Discussão;diskusia;Pogovor;charla;diskussion
птица;ptica;pták;fugl;vogel;bird;lind;lintu;oiseau;Vogel;πουλί;madár;éan;uccello;putns;paukštis;vugel;għasfur;ptaka;pássaro;vták;ptica;pájaro;fågel
скоро;uskoro;brzy;snart;spoedig;soon;varsti;pian;bientôt;bald;σύντομα;hamar;go luath;presto;drīz;greičiau;geschwënn;dalwaqt;wkrótce;em breve;čoskoro;kmalu;pronto;snart
тяло;tijelo;tělo;krop;lichaam;body;keha;elin;corps;Körper;σώμα;test;comhlacht;corpo;korpuss;kūnas;kierper;korp;ciało;corpo;telo;telo;cuerpo;kropp
куче;pas;pes;hund;hond;dog;koer;koira;chien;Hund;σκύλος;kutya;madra;cane;suns;šuo;hond;klieb;pies;cão;pes;pes;perro;hund
семейство;obitelj;rodina;familie;familie;family;pere;perhe;famille;Familie;οικογένεια;család;teaghlach;famiglia;ģimene;šeima;famill;familja;rodzina;família;rodina;družina;familia;familj
директен;neposredan;přímé;direkte;rechtstreeks;direct;otsene;suora;direct;direkt;απευθείας;közvetlen;díreach;diretto;tieši;tiesiogiai;direkten;dirett;bezpośrednie;direto;priame;neposredne;directa;direkt
представляват;poza;představovat;udgøre;pose;pose;kujutavad;aiheuttaa;pose;Pose;ενέχουν;jelent;údar;posa;uzdot;kelti;verkleeden;joħolqu;stanowią;representar;predstavovať;predstavljajo;plantear;pose
напусне;ostavite;odejít;forlade;vertrekken;leave;lahkuma;jätä;laisser;verlassen;αφήστε;elhagy;saoire;lasciare;atstāt;palikti;verloossen;tħalli;zostawić;deixar;odísť;zapusti;dejar;lämna
песен;pjesma;píseň;sang;lied;song;laul;laulu;chanson;Lied;τραγούδι;dal;song;canzone;dziesma;daina;lidd;kanzunetta;piosenka;canção;pieseň;pesem;canción;sång
измерва;mjeri;opatření;måle;meten;measure;mõõtma;mitata;mesurer;messen;μέτρο;intézkedés;a thomhas;misurare;izmērīt;matuoti;moossnam;ikejlu;pomiaru;medir;opatrenia;merjenje;medir;mäta
врата;vrata;dveře;dør;deur;door;uks;ovi;porte;Tür;πόρτα;ajtó;doras;porta;durvis;durys;dier;bieb;drzwi;porta;dvere;vrata;puerta;dörr
продукт;proizvod;produkt;produkt;artikel;product;toode;tuote;produit;Produkt;προϊόν;termék;táirge;prodotto;produkts;produktas;produit;prodott;Produkt;produto;produkt;izdelek;producto;produkt
черен;crn;černá;sort;zwart;black;must;musta;noir;schwarz;μαύρο;fekete;dubh;nero;melna;juodas;schwaarz;iswed;czarny;preto;čierna;black;negro;svart
кратко;Ukratko;krátký;kort;korte;short;lühike;lyhyt;court;kurz;σύντομο;rövid;gearr;breve;īss;trumpas;kuerz;qasir;krótki;curta;krátky;short;corto;kort
цифра;cifra;číslice;talord;cijfer;numeral;numbritega;numero;chiffre;Zahl;αριθμητικό;szám;Uimhreán;numerale;cipars;skaitvardis;numeral;numerali;liczebnik;numeral;číslica;številka;numeral;siffran
клас;klasa;třída;klasse;klasse;class;klass;luokka;classe;Klasse;κατηγορία;osztály;rang;classe;klase;klasė;klass;klassi;Klasa;classe;trieda;razred;clase;klass
вятър;vjetar;vítr;vind;wind;wind;Tuul;tuuli;vent;Wind;άνεμος;szél;gaoithe;vento;vējš;vėjas;wand;riħ;wiatr;vento;vietor;veter;viento;vind
въпрос;pitanje;otázka;spørgsmål;vraag;question;küsimus;kysymys;question;Frage;ερώτηση;kérdés;ceist;domanda;jautājums;klausimas;fro;kwistjoni;pytanie;pergunta;otázka;vprašanje;pregunta;fråga
се случи;dogoditi se;stát se;ske;gebeuren;happen;juhtuma;tapahtua;arriver;passieren;συμβεί;történik;tharlóidh;accadere;notikt;atsitikti;geschéien;jiġri;stanie;acontecer;stať sa;zgodilo;suceder;hända
пълен;potpun;kompletní;komplet;compleet;complete;täielik;täydellinen;complète;vollständig;πλήρης;teljes;críochnaithe;integrale;pilnīgs;pilnas;komplett;kompluta;pełna;completo;kompletné;popolna;completo;fullständig
кораб;brod;loď;skib;schip;ship;laev;laiva;navire;Schiff;πλοίο;hajó;long;nave;kuģis;laivas;schëff;vapur;statek;navio;loď;ladja;buque;skepp
област;područje;plocha;område;gebied;area;piirkond;alue;zone;Bereich;έκταση;terület;limistéar;area;platība;plotas;beräich;żona;obszar;área;oblasť;območje;zona;område
половината;pola;polovina;halvdelen;helft;half;poole;puoli;moitié;Hälfte;ήμισυ;fél;leath;metà;puse;pusė;halschent;nofs;połowa;metade;polovica;pol;medio;halv
рок;stijena;skála;sten;rots;rock;Rock;kallio;rock;Stein;βράχος;kő;carraig;rock;klinšu;rokas;rock;blat;skalny;rocha;skala;skala;roca;vagga
За;poredak;objednávka;ordre;orde;order;selleks;järjestys;ordre;bestellen;για;rendelés;ordú;ordine;rīkojums;kad;uerdnung;ordni;zamówienie;ordem;objednávka;da;orden;för
пожар;vatra;oheň;brand;brand;fire;tulekahju;palo;feu;Feuer;φωτιά;tűz;dóiteáin;fuoco;ugunsgrēks;gaisro;feier;nar;ogień;fogo;oheň;požar;fuego;eld
на юг;jug;na jih;syd;zuiden;south;Lõuna;etelään;sud;Süden;νότια;délre;ó dheas;sud;dienvidu;į pietus;süden;nofsinhar;południe;sul;na juh;južno;sur;söder
проблем;problem;problém;problem;probleem;problem;probleem;ongelma;problème;Problem;πρόβλημα;probléma;fhadhb;problema;problēma;problema;problem;problema;problem;problema;problém;težava;problema;problemet
парче;komad;kus;stykke;stuk;piece;töö;pala;pièce;Stück;κομμάτι;darab;píosa;pezzo;gabals;gabalas;stéck;biċċa;sztuk;peça;kus;kos;pieza;stycke
каза;Rekao;řekl;fortalt;vertelde;told;ütles;kertoi;dit;sagte;είπε;mondta;inis;ha detto;pastāstīja;sakė;gesot;told;powiedział;disse;povedal;povedal;dicho;sa
Знаех;znao;věděl,;vidste;wist;knew;teadsin;tiesi;savait;wusste;ήξερε;tudta;Bhí a fhios;sapeva;zināja;žinojo,;riwwer;kien jaf;wiedział;sabia;vedel,;vedel;sabía;visste
мине;proći;pas;pass;passeren;pass;edasi;kulkea;passer;passieren;περάσει;át;pas a fháil;passare;caurlaide;pereiti;virum;jgħaddu;przekazać;passar;prejsť;mimo;pasar;passera
тъй като;budući;od;siden;sinds;since;alates;koska;depuis;seit;από;óta;ós rud é;da;kopš;nuo;zënter;peress;od;desde;od;saj;desde;sedan
отгоре;Vrh;horní;top;boven;top;top;alkuun;haut;obere;κορυφή;felső;barr;top;tops;viršus;erop;top;góry;topo;top;na vrh;cima;topp
Цялата;cijeli;celý;hele;geheel;whole;kogu;koko;ensemble;ganze;ολόκληρο;egész;fad;tutto;viss;visas;ganz;kollu;cały;inteiro;celá;celoten;todo;hela
цар;kralj;král;konge;king;king;kuningas;kuningas;roi;König;βασιλιά;király;rí;re;karalis;karalius;kinnek;king;król;rei;kráľ;king;rey;kung
улица;ulica;ulice;gade;straat;street;street;katu;rue;Straße;δρόμος;utca;ainm;strada;iela;gatvės;strooss;toroq;ulica;rua;ulice;ulica;calle;gata
инч;palac;palec;tommer;inch;inch;tolli;tuuma;pouce;Zoll;ιντσών;hüvelyk;orlach;pollice;inch;colis;zoll;pulzier;cal;polegada;inch;inch;pulgadas;tum
размножават;množite;násobit;formere;vermenigvuldigen;multiply;korrutada;lisääntyä;multiplier;multiplizieren;πολλαπλασιάστε;szaporodnak;iolrú;moltiplicare;reizināt;daugintis;féngeren;immoltiplika;mnożenie;multiplicar;násobiť;množijo;multiplicar;multiplicera
нищо;ništa;nic;intet;niets;nothing;midagi;ei mitään;rien;nichts;τίποτα;semmi;aon rud;niente;nekas;nieko;näischt;xejn;nic;nada;nič;nič;nada;ingenting
курс;tečaj;kurz;kursus;cursus;course;Loomulikult;kurssi;cours;Kurs;πορεία;tanfolyam;cúrsa;corso;Protams;Žinoma;natierlech;kors;Oczywiście;curso;kurz;Seveda;curso;Naturligtvis
престой;ostati;pobyt;ophold;blijven;stay;jääda;pysyä;rester;bleiben;μείνετε;marad;fanacht;soggiornare;uzturēties;likti;bleiwen;waqfa;pobyt;ficar;pobyt;bivanje;quedarse;bo
колело;kotača;kola;hjul;wiel;wheel;rool;pyörä;roue;Rad;τροχός;kerék;roth;ruota;ritenis;ratų;rad;rota;koło;roda;kolesá;kolo;rueda;hjul
пълен;puna;plné;fuld;volledige;full;täis;täysi;plein;voll;πλήρους;teljes;lán;completo;pilns;pilnas;voll;sħiħa;pełna;completo;vedal;polno;completo;fullständig
сила;sila;síla;kraft;kracht;force;jõud;voima;force;Kraft;δύναμη;erő;bhfeidhm;vigore;spēks;jėga;kraaft;forza;siła;força;sila;sila;fuerza;kraft
син;plava;modrá;blå;blauw;blue;sinine;sininen;bleu;blau;μπλε;kék;gorm;blu;blue;mėlynas;blo;blu;niebieski;azul;modrá;modra;azul;blå
обект;objekt;objekt;objekt;object;object;objekti;esine;objet;Objekt;αντικείμενο;tárgy;réad;oggetto;objekts;objektas;objet;oġġett;obiekt;objeto;objekt;predmet;objeto;objektet
реши;odlučite;rozhodnout;beslutte;beslissen;decide;otsustada;päättää;décider;entscheiden;αποφασίζει;dönt;cinneadh a dhéanamh;decidere;izlemt;nuspręsti;decidéieren;tiddeċiedi;zdecydować;decidir;rozhodnúť;odloči;decidir;besluta
повърхност;površina;povrch;overflade;oppervlak;surface;pind;pinta;surface;Oberfläche;επιφάνεια;felület;dromchla;superficie;virsma;paviršius;uewerfläch;wiċċ;powierzchnia;superfície;povrch;površina;superficie;yta
дълбоко;duboko;hluboké;dyb;diepe;deep;sügav;syvä;profond;tief;βαθιά;mély;domhain;profondità;dziļi;giliai;déif;fond;głęboko;profunda;hlboké;globoko;profunda;djup
луна;mjesec;měsíc;månen;maan;moon;Kuu;moon;lune;Mond;φεγγάρι;hold;gealach;luna;pavadonis;mėnulis;äerdmound;qamar;księżyc;lua;mesiac;Mesec;luna;månen
остров;otok;ostrov;ø;eiland;island;saarel;saari;île;Insel;νησί;sziget;oileán;isola;sala;sala;insel;gżira;wyspa;ilha;ostrov;otok;isla;ö
крак;stopala;nohy;fod;voet;foot;suu;jalka;pied;Fuß;πόδι;láb;cos;piede;kāju;pėda;fouss;sieq;stopa;pé;noha;foot;pie;fot
система;sistem;systém;systemet;systeem;system;süsteem;järjestelmä;système;System;σύστημα;rendszer;córas;sistema;sistēma;sistema;system;sistema;System;sistema;systém;sistem;sistema;systemet
зает;zauzet;obsazeno;travlt;drukke;busy;kinni;kiireinen;occupé;beschäftigt;απασχολημένος;elfoglalt;gnóthach;occupato;aizņemts;užimtas;beschäftegt;okkupati;zajęty;ocupado;zaneprázdnený;zaposlen;ocupado;upptagen
тест;Test;zkouška;test;toets;test;test;testi;test;Prüfung;δοκιμή;teszt;tástáil;test;testa;testas;test;tal;próba;teste;skúška;preskus;prueba;testet
рекорд;rekord;záznam;rekord;opnemen;record;rekord;ennätys;record;Rekord;ρεκόρ;rekord;taifead;record;ieraksts;įrašas;rekord;rekord;rekord;registro;záznam;zapis;registro;register
лодка;brod;loď;båd;boot;boat;paat;veneen;bateau;Boot;βάρκα;hajó;bád;barca;laiva;valtis;boot;dgħajsa;łódź;barco;loď;čoln;barco;båt
обща;zajednički;společné;fælles;gemeenschappelijke;common;ühise;yhteinen;commun;gemeinsam;κοινός;közös;coitianta;comune;kopēja;bendras;gemeinsam;komuni;wspólny;comum;spoločný;pogosti;común;gemensam
злато;zlato;zlato;guld;goud;gold;kuld;kulta;or;goldenen;χρυσό;arany;óir;oro;zelta;aukso;gold;deheb;złota;ouro;zlato;gold;oro;guld
възможно;moguće;možné;mulig;mogelijk;possible;võimalik;mahdollinen;possible;möglich;δυνατός;lehetséges;féidir;possibile;iespējams;galimas;méiglech;possibbli;możliwe;possível;možné;mogoče;posible;möjlig
самолет;avion;letadlo;planet;vliegtuig;plane;lennuk;kone;plan;Flugzeug;αεροπλάνο;repülőgép;eitleán;piano;plakne;lėktuvas;fliger;pjan;samolot;avião;lietadlo;plane;plano;plan
вместо;Stead;Místo toho;stedet;plaats;stead;asemel;sijaansa;place;statt;αντ ’;helyett;ionad;vece;baudiet;sodyba;notzen;minfloku;siona;lugar;namiesto toho;Stead je;lugar;stead
сухо;suhi;suché;tør;droge;dry;kuiv;kuiva;sec;trocken;ξηρό;száraz;tirim;asciutto;sauss;sausas;dréchnen;xott;suche;seca;suchý;suha;seco;torka
Чудя;Pitam;Zajímalo by mě,;spekulerer;afvragen;wonder;Huvitav;ihme;se demander;Wunder;αναρωτιέμαι;csoda;Wonder;meraviglia;brīnums;nenuostabu;froe mech;wonder;zastanawiam się,;pergunto;zaujímalo by ma,;sprašujem se,;maravilla;undra
смях;smijati;smích;grine;lachen;laugh;naer;nauraa;rire;Lachen;γέλιο;nevetés;gáire;ridere;smieties;juokas;laachen;tidħaq;śmiech;risada;smiech;smeh;risa;skratt
хиляди;tisuća;tisíc;tusinde;duizend;thousand;tuhat;tuhatta;mille;tausend;χιλιάδες;ezer;míle;migliaia;tūkstotis;tūkstančių;dausend;elf;tysiąc;mil;tisíc;tisoč;mil;tusen
преди;prije;před;siden;geleden;ago;tagasi;sitten;il ya;vor;πριν;ezelőtt;ó shin;fa;pirms;prieš;ago;ilu;temu;atrás;pred;nazaj;hace;sedan
завтече;ran;běžel;løb;ran;ran;jooksis;juoksi;ran;lief;έτρεξε;futott;Rith;corse;skrēja;Arklys;géigespiller;dam;Ran;ran;rán;tekel;corrió;ran
проверите;provjeriti;zkontrolujte;tjek;controleren;check;kontrollima;tarkistaa;vérifier;überprüfen;έλεγχος;ellenőrizze;seiceáil;controllare;pārbaudiet;patikrinti;kontrolléieren;jiċċekkjaw;sprawdź;verifique;skontrolovať;preveriti;comprobar;ta
игра;igra;hra;spil;spel;game;mäng;peli;jeu;Spiel;παιχνίδι;játék;cluiche;gioco;spēle;žaidimas;spill;logħba;gra;jogo;hra;igra;juego;spel
форма;oblik;tvar;form;vorm;shape;kuju;muoto;forme;Form;σχήμα;forma;cruth;forma;forma;forma;form;forma;kształt;forma;tvar;oblika;forma;form
приравняват;izjednačiti;rovnítko;sidestille;gelijk;equate;võrdsustama;rinnastaa;assimiler;gleichsetzen;εξισώνουν;egyenlővé;ionann;uguagliare;vienādot;prilygti;näämlech;qabblet;zrównać;equiparar;znamienko rovnosti;enačijo;equiparar;likställa
горещ;vruće;horký;varmt;heet;hot;kuum;kuuma;chaud;heiß;ζεστό;forró;te;caldo;karsts;karštas;waarm;sħun;gorący;quente;horúce;hot;caliente;het
Мис;propustiti;Slečna;miss;miss;miss;miss;neiti;manquer;Fehl;δεσποινίς;miss;chailleann;perdere;miss;praleisti;profitéiert;jitilfu;panna;senhorita;slečna;gospodična;señorita;miss
предявен;donio;přinesl;bragt;bracht;brought;toonud;toi;apporté;gebracht;έφερε;hozott;thug;portato;celta;atnešė;matbruecht;miġjuba;wniesiona;trouxe;priniesol;prinesel;traído;bringas
топлина;topline;teplo;varme;warmte;heat;soojus;lämpö;chaleur;Wärme;θερμότητα;hő;teas;calore;siltums;šilumos;hëtzt;sħana;ciepło;calor;tepla;toplota;calor;hetta
сняг;snijeg;sníh;sne;sneeuw;snow;lumi;lumi;neige;Schnee;χιόνι;hóban;sneachta;neve;sniegs;sniego;schnéi;borra;śnieg;neve;sneh;sneg;nieve;snö
гума;gume;pneumatiky;dæk;band;tire;rehv;rengas;pneu;Reifen;ελαστικών;gumiabroncs;bonn;pneumatico;riepa;padanga;verhaalen;tajer;opon;pneu;pneumatika;pnevmatik;neumáticos;däcket
донесе;donijeti;přinést;bringe;brengen;bring;tuua;tuoda;apporter;bringen;φέρω;hoz;thabhairt;portare;celt;atnešti;bréngen;iġibu;przynieść;trazer;priniesť;prinašajo;traer;bringa
Да;Da;ano;ja;ja;yes;jah;kyllä;oui;ja;ναί;igen;yes;sì;jā;taip;jo;iva;tak;sim;áno;pritrdilen;sí;ja
далечен;daleka;vzdálené;fjernt;verre;distant;kauge;kaukainen;lointain;entfernt;μακρινές;távoli;i bhfad i gcéin;lontano;tāls;tolimas;wäit;bogħod;odległy;distante;vzdialenej;oddaljeni;distante;avlägsen
попълнете;popuniti;vyplnit;fylde;vullen;fill;täita;täyttää;remplir;füllen;συμπληρώστε;töltse;líonadh;riempire;aizpildīt;užpildyti;fëllen;imla;napełniać;preencher;vyplniť;izpolnite;llenar;fylla
изток;istočno;východ;øst;oosten;east;ida;itään;est;Osten;ανατολικά;Kelet;soir;est;austrumiem;į rytus;osten;lvant;wschód;leste;východ;vzhod;al este;öst
боя;slikati;malovat;maling;schilderen;paint;maalima;maali;peindre;malen;ζωγραφίσει;festék;péint;dipingere;gleznot;dažai;fierwen;żebgħa;malować;pintar;maľovať;barve;pintar;måla
език;jezik;jazyk;sprog;taal;language;keel;kieli;langue;Sprache;γλώσσα;nyelv;teanga;lingua;valoda;kalba;sprooch;lingwa;język;linguagem;jazyk;jezik;idioma;språk
сред;među;mezi;blandt;onder;among;vahel;keskuudessa;entre;unter;μεταξύ;között;i measc;tra;vidū;tarp;ënnert;fost;między;entre;medzi;med;entre;bland
единица;jedinica;jednotka;enhed;eenheid;unit;üksus;yksikkö;unité;Einheit;μονάδα;egység;aonad;unità;vienība;vienetas;eenheet;unità;jednostka;unidade;jednotka;enota;unidad;enhet
мощност;snaga;síla;magt;kracht;power;võimsus;voima;puissance;Macht;δύναμη;teljesítmény;cumhacht;potenza;jauda;galia;muecht;qawwa;moc;poder;výkon;moč;potencia;kraft
град;grad;město;by;stad;town;linn;kaupunki;ville;Stadt;πόλη;város;baile;città;pilsēta;miestas;stad;belt;miasto;cidade;mesto;mesto;ciudad;stad
глоба;fino;v pořádku;bøde;fijne;fine;trahvi;hieno;fin;fein;πρόστιμο;finom;fíneáil;fine;fine;gerai;geldstrof;multa;dobrze;multa;jemný;fina;fina;fin
определен;siguran;jisté;vis;bepaalde;certain;teatud;tietty;certain;sicher;ορισμένες;bizonyos;áirithe;certo;skaidrs;tikras;bestëmmte;ċerti;pewny;certo;isté;nekatere;cierto;viss
лети;letjeti;podívejte se;flyve;vliegen;fly;lendama;lentää;voler;fliegen;πετάξει;légy;eitilt;volare;lidot;skristi;fléien;fly;latać;voar;pozrite sa;letenje;volar;flyga
падне;pasti;spadnout;falde;vallen;fall;langeda;pudota;tomber;fallen;πτώση;esik;titim;cadere;kritums;patenka;hierscht;jaqgħu;spadek;cair;spadnúť;padec;caer;falla
доведе;dovesti;vést;føre;leiden;lead;kaasa;johtaa;conduire;führen;οδηγήσει;vezet;luaidhe;portare;vadīt;vadovauti;an;ċomb;prowadzić;conduzir;viesť;vodi;conducir;bly
вик;krik;křik;råb;huilen;cry;Nutma;itkeä;cri;Schrei;κραυγή;kiáltás;caoin;grido;sauciens;šauksmas;kräisch;cry;krzyk;grito;krik;cry;grito;rop
тъмно;mrak;tmavá;mørk;donker;dark;tume;pimeä;sombre;dunkel;σκούρο;sötét;dorcha;scuro;tumšs;tamsus;däischter;dlam;ciemny;escuro;tmavá;temna;oscuro;mörk
машина;uređaj;stroj;maskine;apparaat;machine;masin;kone;machine;Maschine;μηχανή;gép;meaisín;macchina;mašīna;mašina;maschinn;magna;maszyna;máquina;stroj;stroj;máquina;maskin
бележка;bilješka;poznámka;notat;noot;note;märkus;huomautus;Note;note;σημείωση;hangjegy;nóta;nota;piezīme;pastaba;notéieren;nota;uwaga;nota;poznámka;opomba;nota;anteckning
изчакайте;čekati;počkejte;vente;wachten;wait;ootama;odottaa;patienter;warten;περιμένετε;várjon;fan;aspettare;pagaidiet;laukti;wait;stenna;czekać;esperar;počkajte;počakajte;espere;vänta
план;plan;plán;plan;plannen;plan;kava;suunnitelma;plan;Plan;σχέδιο;terv;plean;piano;plāns;planas;plangen;pjan;planie;plano;plán;načrt;plan de;planen
фигура;Slika;obrázek;figur;figuur;figure;Joonis;kuva;figure;Abbildung;εικόνα;ábra;figiúr;figura;skaitlis;figūra;zuelen;figura;rysunek;figura;číslo;slika;figura;figur
звезда;zvijezda;hvězda;stjerne;ster;star;star;tähti;étoile;Stern;αστέρι;csillag;réalta;stella;zvaigzne;žvaigždė;stär;stilla;gwiazda;estrela;hviezda;zvezda;estrella;stjärna
кутия;kutija;box;kasse;doos;box;kast;laatikko;boîte;Kasten;κουτί;doboz;bosca;scatola;kaste;dėžutė;këscht;kaxxa;Skrzynka;caixa;eciálny;škatla;caja;låda
съществително;imenica;podstatné jméno;navneord;zelfstandig naamwoord;noun;nimisõna;substantiivi;nom;Nomen;όνομα;főnév;ainmfhocail;sostantivo;lietvārds;daiktavardis;gehandelt ginn;nom;rzeczownik;substantivo;podstatné meno;samostalnik;sustantivo;subst
поле;polje;pole;felt;veld;field;valdkonnas;kenttä;domaine;Feld;τομέα;mező;réimse;campo;lauka;srityje;beräich;qasam;pole;campo;polia;polje;campo;fält
почивка;ostatak;ostatní;hvile;rest;rest;Ülejäänud;levätä;reste;Rest;ανάπαυση;pihenés;chuid eile;resto;atpūta;poilsio;rescht;bqija;reszta;resto;ostatné;počitek;resto;resten
правилно;točne;správné;korrekt;juist;correct;õige;oikea;correct;richtig;σωστός;helyes;ceart;corretto;pareizs;teisingas;korrekt;korretta;poprawny;correto;správne;pravilna;correcta;korrekt
състояние;u mogućnosti;schopný;stand;in staat;able;võimalik;pystyy;capable;fähig;θέση;képes;ann;in grado di;spējīgs;sugebėti;kënnen;kapaċi;zdolny;capaz;schopný;lahko;capaz;kunna
лира;funta;libra;pund;pond;pound;nael;punta;livre;Pfund;λίρα;font;punt;libbra;mārciņa;svaras;weier;lira;funt;libra;libra;pound;libra;pund
Готово;učinjeno;done;gjort;gedaan;done;Valmis;tehty;Terminé;getan;done;Kész;rinneadh;done;gatavots;padirbtas;gemaach;isir;gotowe;done;Hotovo;narejeno;hecho;klar
красота;ljepota;krása;skønhed;schoonheid;beauty;ilu;kauneus;beauté;Schönheit;ομορφιά;szépség;áilleacht;bellezza;skaistums;grožis;schéinheet;sbuħija;urody;beleza;krása;lepota;belleza;skönhet
диск;pogon;pohon;køretur;rijden;drive;drive;ajaa;entraînement;Antriebs;drive;meghajtó;tiomáint;unità;disku;vairuoti;fuert;drive;napęd;unidade;pohon;pogon;unidad;enhet
стоеше;stajao;stál;stod;stond;stood;seisis;seisoi;résisté;stand;στάθηκε;állt;sheas;sorgeva;stāvēja;stovėjo;stoung;kien;stał;se;stál;stal;destacado;stod
съдържа;sadrže;obsahují;indeholder;bevatten;contain;sisaldama;sisältävät;contenir;enthalten;περιέχουν;tartalmaz;go bhfuil;contenere;satur;būti;enthalen;fihom;zawierają;contêm;obsahovať;vsebujejo;contener;innehålla
пред;prednji;přední;forside;voorzijde;front;ees;etuosa;avant;Front;μπροστά;első;tosaigh;frontale;priekšējais;priekinis;virun;quddiem;z przodu;frente;predné;spredaj;delante;främre
